date,theme,event_type,confidence,mention_number,total_theme_mentions,source,summary,tickers_named,resolved_basket,basket_source,basket_direction,basket_asterisk,ret_1m,ret_1q,ret_1y,ret_2y,smh_1m,smh_1q,smh_1y,smh_2y,excess_1m,excess_1q,excess_1y,excess_2y
2024-07-01,Frontier model concentration,FIRST_MENTION_AND_HC,high_conviction,1,3,"Thematic Investors — Blending sci-fi, history and literature","Only four foundation model companies have a realistic chance of winning: Google, Meta, xAI, and OpenAI/Microsoft — all others will fail or be acquired at preference",,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,-5.37,-5.96,9.14,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2024-07-01,Humanoid robotics / Tesla Optimus,THIRD_MENTION_WITHIN_1YR,moderate,3,4,"Thematic Investors — Blending sci-fi, history and literature",Humanoid robots will revolutionize blue-collar work once LLM reasoning capabilities are embedded,,TSLA,BAKER_NAMED,LONG,False,10.58,24.67,50.27,INSUFFICIENT_DATA,-5.37,-5.96,9.14,INSUFFICIENT_DATA,15.95,30.63,41.12,INSUFFICIENT_DATA
2024-07-01,Power / watts as binding constraint,FIRST_HC_NOT_FIRST_MENTION,high_conviction,2,6,"Thematic Investors — Blending sci-fi, history and literature",Power availability is the binding constraint on AI data center scaling; only three viable gigawatt-scale sites exist in the US,,"VST, CEG",BAKER_NAMED,LONG,False,-8.37,31.54,87.36,INSUFFICIENT_DATA,-5.37,-5.96,9.14,INSUFFICIENT_DATA,-3.0,37.51,78.22,INSUFFICIENT_DATA
2024-07-01,xAI competitive position,THIRD_MENTION_WITHIN_1YR,moderate,3,7,"Thematic Investors — Blending sci-fi, history and literature","xAI is the most compelling private AI company due to unique data (X/Twitter), compute, and distribution",,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,-5.37,-5.96,9.14,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2024-12-07,AI capex ROI positive,FIRST_MENTION_AND_HC,high_conviction,1,4,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Hyperscaler ROI on AI capex has been strongly positive to date (ROIC went vertical post-GPU ramp) but the sustainability at $100B+ training costs is the key open question,,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,False,0.18,-9.97,24.15,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,-0.71,0.41,-27.24,INSUFFICIENT_DATA
2024-12-07,China AI distillation / export controls,THIRD_MENTION_WITHIN_1YR,moderate,3,6,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech","US chip export restrictions on China are functioning as a 'sophon' (Three Body Problem reference) — a meaningful handicap — but necessity-driven Chinese innovation is keeping them just behind the frontier, a risk that may close when Blackwell ships","NVDA, AMD",NVDA,OBVIOUS_UNIVERSE,MIXED,False,-2.09,-16.73,30.38,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,-2.99,-6.35,-21.01,INSUFFICIENT_DATA
2024-12-07,Coding as killer AI app,FIRST_MENTION_AND_HC,high_conviction,1,3,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech","Human language will become the dominant programming language within the next year, fundamentally restructuring the software industry",,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2024-12-07,Defense tech consolidation,FIRST_MENTION,moderate,1,1,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Defense tech will consolidate into 7-10 new prime contractors; Anduril and Shield AI (Seric) are likely among them — these will be massive winners,,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2024-12-07,MSTR / Bitcoin strategy risk,FIRST_MENTION_AND_HC,high_conviction,1,1,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",MicroStrategy's debt-funded Bitcoin accumulation strategy has a structural ceiling and will break down at scale,MSTR,MSTR,BAKER_NAMED,SHORT,False,10.25,27.94,49.83,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,9.35,38.32,-1.57,INSUFFICIENT_DATA
2024-12-07,MSTR / Bitcoin strategy risk,FIRST_MENTION_WITH_TICKERS,high_conviction,1,1,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",MicroStrategy's debt-funded Bitcoin accumulation strategy has a structural ceiling and will break down at scale,MSTR,MSTR,BAKER_NAMED,SHORT,False,10.25,27.94,49.83,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,9.35,38.32,-1.57,INSUFFICIENT_DATA
2024-12-07,MSTR / Bitcoin strategy risk,FIRST_SMID_TICKER,high_conviction,1,1,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",MicroStrategy's debt-funded Bitcoin accumulation strategy has a structural ceiling and will break down at scale,MSTR,MSTR,BAKER_NAMED,SHORT,False,10.25,27.94,49.83,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,9.35,38.32,-1.57,INSUFFICIENT_DATA
2024-12-07,Microsoft AI position,FIRST_MENTION,moderate,1,2,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Open AI has lost significant talent and Microsoft's largest cluster is still smaller than xAI's Colossus — xAI is positioned to take the frontier model lead,MSFT,MSFT,BAKER_NAMED,MIXED,False,-6.07,-14.91,9.2,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,-6.97,-4.53,-42.2,INSUFFICIENT_DATA
2024-12-07,Microsoft AI position,FIRST_MENTION_WITH_TICKERS,moderate,1,2,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Open AI has lost significant talent and Microsoft's largest cluster is still smaller than xAI's Colossus — xAI is positioned to take the frontier model lead,MSFT,MSFT,BAKER_NAMED,MIXED,False,-6.07,-14.91,9.2,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,-6.97,-4.53,-42.2,INSUFFICIENT_DATA
2024-12-07,Nuclear / clean energy for AI,FIRST_MENTION_AND_HC,high_conviction,1,1,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Nuclear energy is the best near-term solution for US electricity capacity expansion; solar is the long-term winner but 50 years away from dominance,,"CCJ, VST, CEG",CONSTRUCTED,LONG,False,8.48,-19.99,47.97,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,7.59,-9.6,-3.43,INSUFFICIENT_DATA
2024-12-07,Scaling laws intact,FIRST_MENTION_WITH_TICKERS,high_conviction,3,5,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech","xAI's Colossus supercomputer (100,000+ coherent H100s) is the first real test of AI scaling laws since GPT-4 and Grok 3 should take the frontier model lead in Jan/Feb 2025 if scaling laws hold",NVDA,SMH,OBVIOUS_UNIVERSE,LONG,False,0.9,-10.38,51.39,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,0.0,0.0,0.0,INSUFFICIENT_DATA
2024-12-07,xAI competitive position,FIRST_MENTION_WITH_TICKERS,moderate,4,7,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech","Nvidia was saved from a difficult 6-month period (Blackwell delay) by Elon's Colossus build, which caused competitors to rush-buy H100 Hoppers",NVDA,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2024-12-07,xAI competitive position,THESIS_REVERSAL,moderate,4,7,"All-In Podcast — Trump transition, SEC/crypto regulation, xAI Colossus, AI scaling laws, MicroStrategy, defense tech",Open AI has lost significant talent and Microsoft's largest cluster is still smaller than xAI's Colossus — xAI is positioned to take the frontier model lead,MSFT,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,0.9,-10.38,51.39,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA
2025-01-04,Reasoning / inference-time compute,THIRD_MENTION_WITHIN_1YR,high_conviction,3,5,All-In Podcast — 2025 predictions (bestie guest Gavin Baker),Inference compute and test-time compute will cause a second GPU/accelerator shortage in 2025 analogous to 2023,,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,False,-14.43,-37.59,40.93,INSUFFICIENT_DATA,-4.57,-30.85,46.09,INSUFFICIENT_DATA,-9.86,-6.74,-5.16,INSUFFICIENT_DATA
2025-05-28,DRAM / HBM memory bottleneck,HC_HIGH_PROFILE_VENUE,high_conviction,7,11,HedgeFundAlpha (writeup) — SK Hynix / HBM pitch,"AI's shift from training to inference is driving rapid and accelerating growth in memory demand, particularly HBM.",000660.KS,MU,OBVIOUS_UNIVERSE,LONG,False,29.72,22.54,911.98,INSUFFICIENT_DATA,14.88,22.82,147.89,INSUFFICIENT_DATA,14.84,-0.28,764.09,INSUFFICIENT_DATA
2025-05-28,Reasoning / inference-time compute,FIRST_MENTION_WITH_TICKERS,high_conviction,4,5,HedgeFundAlpha (writeup) — SK Hynix / HBM pitch,Reasoning models (advanced inference-time compute scaling) are a structural catalyst for HBM demand growth beyond what consensus expects.,000660.KS,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,False,22.22,41.4,206.97,INSUFFICIENT_DATA,14.88,22.82,147.89,INSUFFICIENT_DATA,7.35,18.58,59.08,INSUFFICIENT_DATA
2025-05-28,Reasoning / inference-time compute,FIRST_SMID_TICKER,high_conviction,4,5,HedgeFundAlpha (writeup) — SK Hynix / HBM pitch,Reasoning models (advanced inference-time compute scaling) are a structural catalyst for HBM demand growth beyond what consensus expects.,000660.KS,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,False,22.22,41.4,206.97,INSUFFICIENT_DATA,14.88,22.82,147.89,INSUFFICIENT_DATA,7.35,18.58,59.08,INSUFFICIENT_DATA
2025-05-28,Reasoning / inference-time compute,HC_HIGH_PROFILE_VENUE,high_conviction,4,5,HedgeFundAlpha (writeup) — SK Hynix / HBM pitch,Reasoning models (advanced inference-time compute scaling) are a structural catalyst for HBM demand growth beyond what consensus expects.,000660.KS,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,False,22.22,41.4,206.97,INSUFFICIENT_DATA,14.88,22.82,147.89,INSUFFICIENT_DATA,7.35,18.58,59.08,INSUFFICIENT_DATA
2025-10-30,AI bubble not happening,FIRST_MENTION_WITH_TICKERS,high_conviction,5,5,a16z Podcast — Is there an AI bubble?,No AI bubble today — GPU utilization vs. dark fiber is the key contrast to 2000,"NVDA, CSCO",SMH,OBVIOUS_UNIVERSE,LONG,False,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,AI bubble not happening,FIRST_SMID_TICKER,high_conviction,5,5,a16z Podcast — Is there an AI bubble?,No AI bubble today — GPU utilization vs. dark fiber is the key contrast to 2000,"NVDA, CSCO",SMH,OBVIOUS_UNIVERSE,LONG,False,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0.0,0.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,AI capex ROI positive,FIRST_MENTION_WITH_TICKERS,high_conviction,2,4,a16z Podcast — Is there an AI bubble?,Hyperscaler capex ROI has been strongly positive; debate is whether it continues with Blackwell ramp,NVDA,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,False,1.43,4.49,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,4.39,-8.02,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,Custom ASIC failure thesis,FIRST_MENTION_AND_HC,high_conviction,1,2,a16z Podcast — Is there an AI bubble?,Most custom ASIC programs will fail within 3 years; Google TPU external sales could be the catalyst,"AVGO, AMD, NVDA, GOOGL, META","GOOGL, AMZN",BAKER_NAMED,LONG,False,8.41,15.6,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,11.37,3.09,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,Custom ASIC failure thesis,FIRST_MENTION_WITH_TICKERS,high_conviction,1,2,a16z Podcast — Is there an AI bubble?,Most custom ASIC programs will fail within 3 years; Google TPU external sales could be the catalyst,"AVGO, AMD, NVDA, GOOGL, META","GOOGL, AMZN",BAKER_NAMED,LONG,False,8.41,15.6,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,11.37,3.09,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,Google TPU competitive position,FIRST_HC_NOT_FIRST_MENTION,high_conviction,2,4,a16z Podcast — Is there an AI bubble?,Nvidia's roundtripping investments in AI labs are strategically rational competitive responses to Google's TPU ecosystem,"NVDA, GOOGL, AVGO",GOOGL,BAKER_NAMED,LONG,False,11.87,22.18,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,14.83,9.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-10-30,Google TPU competitive position,FIRST_MENTION_WITH_TICKERS,high_conviction,2,4,a16z Podcast — Is there an AI bubble?,Nvidia's roundtripping investments in AI labs are strategically rational competitive responses to Google's TPU ecosystem,"NVDA, GOOGL, AVGO",GOOGL,BAKER_NAMED,LONG,False,11.87,22.18,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-2.96,12.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,14.83,9.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Bottleneck trade ending,FIRST_MENTION_AND_HC,high_conviction,1,2,"TBPN — Token factories, sovereign AI",The 'bottleneck trade' in AI supply chain is nearing its end; the next game is identifying companies with enduring franchise value,,SMH,OBVIOUS_UNIVERSE,SHORT,False,0.31,-20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,0.62,-41.83,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Inference economics / token factories,FIRST_MENTION_AND_HC,high_conviction,1,2,"TBPN — Token factories, sovereign AI",Being a 'token factory' is sufficient as a business model for the next 5-10 years; the world needs more token factories,,CRWV,OBVIOUS_UNIVERSE,LONG,False,-14.31,28.95,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-14.0,8.04,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Meta AI transformation,FIRST_MENTION,moderate,1,2,"TBPN — Token factories, sovereign AI",Meta's EV/net PP&E multiple reflects extreme market skepticism about monetizing its asset base; outcome uncertain but Zuckerberg has proven ability to pivot,META,META,BAKER_NAMED,LONG,False,7.98,7.19,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.29,-13.72,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Meta AI transformation,FIRST_MENTION_WITH_TICKERS,moderate,1,2,"TBPN — Token factories, sovereign AI",Meta's EV/net PP&E multiple reflects extreme market skepticism about monetizing its asset base; outcome uncertain but Zuckerberg has proven ability to pivot,META,META,BAKER_NAMED,LONG,False,7.98,7.19,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.29,-13.72,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Orbital / space-based compute,FIRST_HC_NOT_FIRST_MENTION,high_conviction,3,8,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,17.14,73.76,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.45,52.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Orbital / space-based compute,FIRST_MENTION_WITH_TICKERS,high_conviction,3,8,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,17.14,73.76,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.45,52.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Orbital / space-based compute,FIRST_SMID_TICKER,high_conviction,3,8,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,17.14,73.76,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.45,52.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Power / watts as binding constraint,FIRST_SMID_TICKER,high_conviction,3,6,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"VST, CEG",BAKER_NAMED,LONG,False,-3.95,-7.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.64,-28.5,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,Sovereign AI,FIRST_MENTION_AND_HC,high_conviction,1,1,"TBPN — Token factories, sovereign AI","Sovereign AI for most countries will be fine-tuned open-source models run in local data centers, not frontier model development; China will fall further behind",,,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,SpaceX ecosystem / Starship economics,FIRST_MENTION_WITH_TICKERS,high_conviction,5,9,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,17.14,73.76,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.45,52.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-11-15,SpaceX ecosystem / Starship economics,FIRST_SMID_TICKER,high_conviction,5,9,"TBPN — Token factories, sovereign AI","SpaceX near-term value is driven by terrestrial compute gigawatt ramp and Grok/cursor adoption, not long-duration space optionality",SPCE,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,17.14,73.76,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.31,20.92,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.45,52.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Anthropic valuation / efficiency,FIRST_MENTION_WITH_TICKERS,moderate,3,4,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)","Anthropic is burning dramatically less cash than OpenAI while growing faster, benefiting from Google/Amazon TPU and Trainium access","NVDA, GOOGL, AMZN",,NO_BASKET,LONG,False,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,DRAM / HBM memory bottleneck,THESIS_REVERSAL,speculative,8,11,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)",A true DRAM capacity cycle (not seen since the late 1990s) could emerge as a natural governor and risk to AI buildout,,MU,OBVIOUS_UNIVERSE,LONG,False,36.77,60.65,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,30.96,55.14,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Edge AI as bear case for cloud,FIRST_MENTION_WITH_TICKERS,moderate,2,2,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)",Edge AI running pruned frontier models on-device is the primary bear case for cloud AI compute demand,AAPL,"AAPL, QCOM",CONSTRUCTED,MIXED,False,-2.71,-16.32,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-8.51,-21.83,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Nuclear/quantum bubble warning,FIRST_MENTION_AND_HC,high_conviction,1,1,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)",Nuclear and quantum computing public equities are in bubble territory; the best players are not publicly investable,GOOGL,,NO_BASKET,SHORT,False,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Nuclear/quantum bubble warning,FIRST_MENTION_WITH_TICKERS,high_conviction,1,1,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)",Nuclear and quantum computing public equities are in bubble territory; the best players are not publicly investable,GOOGL,,NO_BASKET,SHORT,False,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,TSMC capacity discipline,FIRST_MENTION,moderate,1,3,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)","TSMC is being too conservative in capacity expansion, acting as a governor on the AI buildout but potentially making a strategic mistake",INTC,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,7.26,14.17,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1.45,8.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,TSMC capacity discipline,FIRST_MENTION_WITH_TICKERS,moderate,1,3,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)","TSMC is being too conservative in capacity expansion, acting as a governor on the AI buildout but potentially making a strategic mistake",INTC,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,7.26,14.17,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1.45,8.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,TSMC capacity discipline,THESIS_REVERSAL,moderate,1,3,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)","TSMC is being too conservative in capacity expansion, acting as a governor on the AI buildout but potentially making a strategic mistake",INTC,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,7.26,14.17,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1.45,8.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Trainium / Amazon custom silicon,FIRST_MENTION_AND_HC,high_conviction,1,3,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)",Most ASICs other than Trainium and TPU will fail; only those with multi-generation experience will be competitive,"AMZN, NVDA",AMZN,BAKER_NAMED,LONG,False,8.54,-8.07,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,2.73,-13.58,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2025-12-09,Trainium / Amazon custom silicon,FIRST_MENTION_WITH_TICKERS,moderate,1,3,"Invest Like the Best (YouTube) — GPUs, TPUs, economics of AI (Nvidia vs Google)","Anthropic is burning dramatically less cash than OpenAI while growing faster, benefiting from Google/Amazon TPU and Trainium access","NVDA, GOOGL, AMZN",AMZN,BAKER_NAMED,LONG,False,8.54,-8.07,INSUFFICIENT_DATA,INSUFFICIENT_DATA,5.81,5.51,INSUFFICIENT_DATA,INSUFFICIENT_DATA,2.73,-13.58,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,DRAM / HBM memory bottleneck,HC_HIGH_PROFILE_VENUE,high_conviction,9,11,HedgeFundAlpha (writeup) — Baker & Khaira fireside writeup,Memory cycle dynamics represent the most important investment judgment call Baker has faced in his career,,MU,OBVIOUS_UNIVERSE,LONG,False,29.91,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,21.32,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,Neoclouds as durable model,FIRST_MENTION_AND_HC,high_conviction,1,1,Sohn NY 2026 — Tech investing fireside,"Neo/specialist clouds (CoreWeave, Crusoe, Nebius, Lambda) represent a durable business model, not a transitional arbitrage",,CRWV,OBVIOUS_UNIVERSE,LONG,False,-11.15,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-19.73,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-12,Neoclouds as durable model,HC_HIGH_PROFILE_VENUE,high_conviction,1,1,Sohn NY 2026 — Tech investing fireside,"Neo/specialist clouds (CoreWeave, Crusoe, Nebius, Lambda) represent a durable business model, not a transitional arbitrage",,CRWV,OBVIOUS_UNIVERSE,LONG,False,-11.15,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,8.59,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-19.73,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
