date,theme,mention_number,summary,summary_extended,tickers_direct,confidence,final_basket,final_source,final_direction,final_action,final_note,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,assessment,assessment_note,changed,override_exists
8/7/24,Power / watts as binding constraint,4,Power and physical location for data centers — not GPUs — are now the primary rate-limiting factors for AI scaling.,"Baker argues that the primary bottlenecks for AI scaling have shifted away from GPUs and compute toward two physical constraints: power availability and geographic location suitable for next-generation data centers. He specifies that there are only three viable locations in the United States for these facilities, defined by the requirement to have multiple unregulated nuclear reactors within a 50-mile radius, making nuclear proximity a hard site-selection criterion. Baker projects that data centers will scale from current sizes to 1GW and eventually 5GW facilities, and that in our lifetimes the 100 largest buildings in the world will be data centers — implying an unprecedented buildout of power-intensive infrastructure. The investment implication is that companies controlling nuclear power generation near these constrained geographic nodes are structurally advantaged, as they sit at the intersection of two scarce resources: reliable carbon-free baseload power and proximity to the only viable hyperscale data center sites. Investors should focus on nuclear-capable power generators with assets near these three US locations rather than GPU or semiconductor supply chain plays.","CEG, VST, TLN",high_conviction,"VST, CEG",BAKER_NAMED,LONG,CHANGE,Named them,"VST, CEG",BAKER_NAMED,LONG,"CEG, VST, TLN",OBVIOUS_UNIVERSE,LONG,"Baker's thesis that nuclear power proximity is the key bottleneck for AI data center scaling clearly implies structural advantage for the small set of public nuclear-capable power generators near viable US sites, and CEG, VST, TLN are exactly that universe.",RESOLVED,"-> VST, CEG / BAKER_NAMED / LONG. Same. Adding TLN is defensible since he named it, but changes the basket mid-theme.",YES,NO
1/4/25,Reasoning / inference-time compute,2,Inference compute and test-time compute will cause a second GPU/accelerator shortage in 2025 analogous to 2023,"Baker argues that the emergence of reasoning models (specifically citing o3) has introduced a third scaling axis — test-time/reasoning compute — on top of pre-training and inference-time compute, creating a multiplicative demand shock for GPUs and accelerators. He predicts this will exhaust available GPU and accelerator supply in 2025 in the same way that training demand caused a shortage in 2023, and he makes this claim twice unprompted, signaling high conviction. The primary investment implication is that GPU and accelerator suppliers — most directly NVIDIA as the dominant provider — will see sustained or accelerating demand, and that HBM memory suppliers will face similar supply pressure. Baker also notes that large enterprises capable of funding extended inference runs will gain structural competitive advantages, though no specific enterprise names are the subject of this particular thesis.","NVDA, MU",high_conviction,"NVDA, MU",BAKER_NAMED,LONG,CHANGE,Named both,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,"NVDA, MU",BAKER_NAMED,LONG,Baker's high-conviction thesis that reasoning/inference compute will exhaust GPU and HBM supply in 2025 directly implies sustained demand benefiting NVIDIA as the dominant GPU supplier and Micron as an HBM memory supplier.,RESOLVED,"-> NVDA, MU / BAKER_NAMED / LONG. He named NVDA and MU. Model got this right. Better than old NVDA, AMD.",YES,NO
5/20/26,SpaceX ecosystem / Starship economics,6,"TerraFab (SpaceX/Tesla joint venture with Intel partnership) will succeed in building a leading US semiconductor fab, potentially disrupting the TSMC/Intel/Samsung dynamic","Baker argues that TerraFab — a reported SpaceX/Tesla joint venture partnered with Intel — has a credible path to becoming a leading US semiconductor fab, potentially disrupting the current TSMC/Samsung/Intel hierarchy. His core reasoning draws on a structural analogy: just as TSMC rose to dominance partly because wafer fab equipment companies (ASML, KLA, Lam, Applied Materials) prioritized it with their best engineering teams, TerraFab will receive similar A-team support because those same equipment vendors want to avoid a TSMC monopsony and will back a credible challenger. Baker adds that Elon Musk's global reputation will attract elite semiconductor engineering talent, and that he will build cultural infrastructure — Taiwan towns, Japan towns, Korea towns — to recruit diaspora engineers who built TSMC and Samsung. Baker believes Elon will compress traditional fab development timelines significantly, making TerraFab a long-term structural threat to incumbent fabs and a long-term beneficiary thesis for the semi-cap equipment suppliers who will be deeply embedded in its buildout.","INTC, ASML, KLAC, LRCX, AMAT",high_conviction,"ASML, LRCX, KLAC, AMAT",BAKER_NAMED,LONG,CHANGE,TerraFab semicap,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,"ASML, KLAC, LRCX, AMAT",BAKER_NAMED,LONG,"Baker explicitly identifies semi-cap equipment suppliers as long-term structural beneficiaries deeply embedded in TerraFab's buildout, naming ASML, KLAC, LRCX, and AMAT.",RESOLVED,"-> ASML, LRCX, KLAC, AMAT / BAKER_NAMED / LONG. He named semicap equipment as structural beneficiaries of TerraFab. This should recluster to semcap theme. Model got the basket right, just the theme is wrong.",YES,NO
11/1/21,Target / omnichannel retail,3,"COVID permanently accelerated omni-channel retail, strongly favoring best-in-breed retailers with accessible store footprints","Baker argues that COVID permanently accelerated the shift to true omni-channel retail by forcing retailers to unify previously siloed e-commerce and store operations, a structural change he believes has years of upside remaining. Pre-COVID, merchant culture and ego caused retailers to resist buy-online-pickup-in-store (BOPIS) and similar integrations; the pandemic eliminated that resistance overnight. The winners, in Baker's view, are high-quality retailers that have invested in IT infrastructure, operate stores in accessible locations (along commute routes and open on weekends, not mall-based), and can dynamically price across fulfillment modes including ship-to-home, BOPIS, and same-day delivery. He notes that DTC brands opening physical stores validates the thesis that store presence lowers online customer acquisition costs, meaning fixed-cost store infrastructure can now be layered with additional revenue streams. The investment implication is to own best-in-breed omni-channel retailers with non-mall footprints while avoiding structurally disadvantaged mall-based retailers.","WMT, TGT, HD, LOW",high_conviction,"WMT, TGT, HD, LOW",BAKER_NAMED,LONG,CHANGE,Named all four,TGT,BAKER_NAMED,LONG,"WMT, TGT, HD, LOW",BAKER_NAMED,LONG,"Baker expresses high conviction that best-in-breed omni-channel retailers with accessible non-mall footprints (WMT, TGT, HD, LOW all fit this description precisely) are structural winners from the permanent COVID-driven shift to unified omni-channel retail.",RESOLVED,"-> WMT, TGT, HD, LOW / BAKER_NAMED / LONG. He named all four. Model is right.",YES,NO
4/2/20,Target / omnichannel retail,1,"Omnichannel physical retailers (Walmart, Target, Costco, Kroger) are the biggest e-commerce beneficiaries of COVID","Baker argues that large omnichannel physical retailers — specifically Walmart, Target, Costco, and Kroger — are the primary e-commerce beneficiaries of COVID-19, not pure-play e-commerce companies. His reasoning is that these retailers are compressing what would normally be 12-18 months of e-commerce capital expenditure and capability-building into just a few months, permanently resolving internal debates about digital investment in favor of going all-in. When physical stores eventually reopen, these retailers will face a structurally less competitive landscape because smaller rivals will have gone bankrupt during the crisis, further entrenching their market positions. Baker views this as a medium-term structural shift where the crisis has functioned as a forced accelerant, giving these incumbents durable e-commerce muscle and competitive moat that would have taken years to build organically.","WMT, TGT, COST, KR",high_conviction,"WMT, TGT, COST, KR",BAKER_NAMED,LONG,CHANGE,Named all four,TGT,BAKER_NAMED,LONG,"WMT, TGT, COST, KR",BAKER_NAMED,LONG,"Baker explicitly names Walmart, Target, Costco, and Kroger as the biggest e-commerce beneficiaries of COVID with high conviction, arguing they gain durable competitive advantages.",RESOLVED,"-> WMT, TGT, COST, KR / BAKER_NAMED / LONG. He named all four. Model is right. Old TGT-only was wrong.",YES,NO
10/22/25,xAI competitive position,8,"XAI and Google have the most unique data among frontier labs, giving them structural training advantages","Baker argues that among frontier AI labs, xAI and Google possess the most structurally defensible data moats, giving them durable training advantages over competitors. His reasoning is that xAI has exclusive access to the X platform's real-time social data stream, while Google benefits from its unmatched search index and knowledge graph — both representing data assets that cannot be replicated by rivals. This view represents a refinement of his prior thesis that foundation models lacking unique proprietary data are the fastest-depreciating assets in technology. Baker notes that Anthropic made a smart early bet on code-focused training data, and OpenAI secured internet-scale distribution by being first to market, but neither has the same quality of unique, ongoing data generation as xAI or Google. The investment implication is that GOOGL is the primary publicly-listed beneficiary of this structural data moat thesis, as xAI remains private.",GOOGL,high_conviction,GOOGL,BAKER_NAMED,LONG,CHANGE,"xAI private, GOOGL is tradeable",,NO_BASKET,LONG,GOOGL,BAKER_NAMED,LONG,Baker explicitly identifies GOOGL as the primary publicly-listed beneficiary of the structural data moat thesis with high conviction.,RESOLVED,-> GOOGL / BAKER_NAMED / LONG. He says xAI and Google have the best data moats. xAI is private. GOOGL is the tradeable expression. Model is right.,YES,NO
11/30/21,AI bubble not happening,1,SaaS companies have fundamentally better business models than dot-com era companies — current valuations are not bubble-like,"Baker argues that current large-cap technology valuations are not bubble-like when compared to the dot-com era, citing that today's giants trade at 20-25x earnings in the US and 15-20x in China versus 50-90x earnings during the dot-com peak. He contends that today's companies are fundamentally superior businesses, characterized by higher returns on invested capital, stronger competitive moats, and comparable growth trajectories to their dot-com predecessors. A key structural advantage he highlights is that mid-cap SaaS companies possess dial-like control over the growth-versus-margin tradeoff — the ability to deliberately modulate spending to shift between growth and profitability — a capability that simply did not exist for dot-com era companies. The investment implication is that investors should not reflexively avoid large-cap tech or SaaS on valuation grounds, as the multiple compression fear is overstated relative to the underlying business quality improvement. Baker frames this as a considered valuation framework rather than a passing observation, suggesting he is actively deploying capital in these names.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Bullish view on large-cap tech and mid-cap SaaS broadly, but the universe is too large and ambiguous to resolve to specific tickers — this is a general sector/valuation framework rather than a targeted thesis.",AGREE,"Market-level view, SMH proxy was always a stretch",YES,NO
2/24/26,AI bubble not happening,4,"Power and wafer shortages will prevent an AI overbuild, enabling a smoother and longer AI investment cycle","Baker argues that the AI investment cycle will be structurally different from prior technology bubbles (railroads, internet) because physical constraints — specifically shortages of watts (energy/power) and wafers (TSMC manufacturing capacity) — will prevent the overbuild and subsequent crash that historically follows speculative technology booms. Drawing on Carlotta Perez's framework of technology deployment cycles, he contends that these supply-side bottlenecks act as a natural governor on capital misallocation, forcing a more measured pace of AI infrastructure buildout. The investment implication is that AI infrastructure spending will be sustained and less volatile over a longer horizon than typical bubble cycles, making the sector structurally attractive for long-term investors. Baker frames this as a core conviction view, not a near-term trade, and the thesis is explicitly bullish on the companies that sit at the chokepoints of watts and wafers — power infrastructure and leading-edge semiconductor fabrication.",TSM,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,TSM,OBVIOUS_UNIVERSE,LONG,"Explicitly bullish on wafer and power chokepoints; TSM is the only leading-edge fab pure play and was named, while power infrastructure is too broad to resolve to specific tickers.",RESOLVED_NO_BASKET,"Carlotta Perez framework. Pure macro, no trade. We already resolved this together.",YES,NO
3/25/22,AI bubble not happening,2,"Current tech environment is fundamentally different from 2000 bubble — real revenues, real FCF, no capex bubble, no excess capacity","Baker argues that the 2022 tech selloff is fundamentally different from the 2000 dot-com bust because today's technology companies have real revenues, real earnings, and real free cash flow — unlike 2000-era companies that were built on unproven ideas with no fundamentals. He contends the 2000 bubble was specifically enabled by a telecom capex bubble that created 15-20 years of excess fiber and network capacity, which depressed returns for over a decade. By contrast, today's cloud computing is a consumption model where hyperscalers build only 6 months ahead of demand, and if they stopped investing entirely, they would exhaust capacity within 12-24 months — meaning there is no excess capacity overhang. The investment implication is that the current tech drawdown is a valuation reset, not a structural collapse, and that high-quality tech and cloud companies with real cash flows should be bought rather than avoided. Baker presents this as a contrarian view against those drawing 2000 analogies to justify bearishness on the sector.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,"MSFT, AMZN, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"Bullish on cloud/hyperscaler companies specifically, arguing no excess capacity and real cash flows make the selloff a buying opportunity; the public hyperscaler universe is small and obvious.",RESOLVED_NO_BASKET,"Market-level view. ""Tech has real FCF"" is not a trade.",YES,NO
5/28/26,AI bubble not happening,5,"AI is in a supercycle, not a bubble — constrained by physical supply of watts and wafers, not debt-fueled speculation","Baker argues that AI is in a structural supercycle rather than a speculative bubble, drawing a sharp contrast with the dot-com era by pointing out that hyperscalers — Google, Microsoft, Amazon, and Meta — are funding their AI buildouts entirely from free cash flow rather than debt or equity issuance. He cites OpenAI and Anthropic alone being on track for $200B in ARR as evidence of genuine, rapidly scaling demand, not speculative hype. Critically, he argues that physical supply constraints — specifically TSMC wafer capacity and global energy availability — act as a natural dampener against oversupply, making the classic bubble mechanism (cheap capital enabling reckless overbuilding) structurally impossible in this cycle. The investment implication is to remain long the AI infrastructure stack, as constrained supply meeting surging demand is a durable, multi-year earnings tailwind for the companies enabling that buildout. Baker frames this as his core, repeated thesis around which his fund is structured.","GOOGL, MSFT, AMZN, META, TSM, NVDA",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,"GOOGL, MSFT, AMZN, META, TSM, NVDA",BAKER_NAMED,LONG,"Baker explicitly argues for being long the AI infrastructure stack, naming hyperscalers and key suppliers as beneficiaries of a durable supercycle with constrained supply meeting surging demand.",RESOLVED_NO_BASKET,"He names hyperscalers as evidence that spending is FCF-funded. They are the data, not the trade. Same logic as capex ROI.",YES,NO
6/7/26,AI bubble not happening,6,"Current technology valuations (public and private) are fully valued to stretched — not a bubble like 1999/2000, but more analogous to 2021, with risk of 10-20% public market correction translating to 30-40% drawdowns in high-beta names.","Baker and Gerstner jointly assert that technology valuations — both public and private — are fully valued to stretched following parabolic moves, drawing an explicit analogy to 2021 rather than the more extreme 1999/2000 bubble. Their reasoning is that the magnitude of recent gains has compressed future return potential and elevated downside risk, with a normal semiconductor-index correction of 10-20% capable of producing 30-40% drawdowns in high-beta names. The investment implication is defensive: both managers are actively selling into secondary market strength to return DPI (distributions to paid-in capital) to LPs, signaling a deliberate de-risking posture rather than a bullish hold. They stop short of calling a definitive top but are explicit that they are not buyers at current levels, describing valuations as 'extraordinary' — coded language for stretched. No specific single company is the subject; the thesis is a broad macro-valuation warning on the technology sector as a whole.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,This is a broad macro-valuation warning on the entire technology sector without naming specific companies or a sufficiently narrow niche to resolve into a small ticker basket.,AGREE,"Market-level view, SMH proxy was always a stretch",YES,NO
7/8/26,AI bubble not happening,7,We are not in a valuation bubble in tech; multiples have compressed and tech now trades at a discount to staples,"Baker argues that the widespread narrative of a tech valuation bubble is factually incorrect and reflects a lack of attention to actual market data. He states that tech multiples are at the same level they were five to six years ago, having compressed meaningfully since early 2025, and that tech now trades at a discount to consumer staples — a historically rare and notable occurrence. His reasoning is that bubble-callers are conflating high absolute prices or strong performance with stretched valuations, when in reality the earnings growth of tech companies has kept pace with or exceeded price appreciation. The investment implication is that tech broadly is not overvalued and may in fact represent relative value versus defensive sectors, suggesting investors should not underweight tech on valuation grounds alone.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,"XLK, XLP",OBVIOUS_UNIVERSE,PAIR_TRADE,"Clear sector-level call that tech is undervalued relative to consumer staples, actionable as long tech (XLK) vs short staples (XLP) pair trade.",RESOLVED_NO_BASKET,Valuation compression observation. XLK vs XLP pair trade is model invention.,YES,NO
10/30/25,AI capex ROI positive,5,Hyperscaler capex ROI has been strongly positive; debate is whether it continues with Blackwell ramp,"Baker argues that the ROI on hyperscaler AI capex has been unambiguously positive to date, citing roughly 10-point increases in ROIC across the major public cloud and AI spenders since they began ramping GPU infrastructure. He contends that the 'AI bubble' debate is largely misframed because the financial returns are already visible in the numbers, not speculative. Baker personally believes ROI will remain positive through the Blackwell buildout cycle, though he acknowledges this forward-looking view is genuinely contested. As a collective buffer against capex risk, he notes these hyperscalers generate approximately $300B in annual free cash flow and hold ~$500B in cash, creating an ~$800B cushion that limits downside even if returns compress. The investment implication is to remain long the major hyperscalers as a group, with the key watch item being whether Blackwell-era spending sustains the ROIC trajectory.","GOOGL, META, MSFT, AMZN",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"Baker explicitly recommends remaining long the major hyperscalers as a group, citing strong ROIC and massive cash cushions, with these four companies named as the relevant set.",RESOLVED_NO_BASKET,Same ROIC-as-evidence pattern.,YES,NO
12/7/24,AI capex ROI positive,2,Hyperscaler ROI on AI capex has been strongly positive to date (ROIC went vertical post-GPU ramp) but the sustainability at $100B+ training costs is the key open question,"Baker argues that hyperscaler ROI on AI capital expenditure has been strongly positive to date, with ROIC going vertical since the major GPU ramp began and only recently starting to level off — making the current-generation ROI debate largely settled in favor of continued spending. His evidence is straightforward: the biggest GPU spenders are public companies that report quarterly financials, and those financials show the returns have been real and measurable. However, he flags the $100B+ training cost scenario as a genuine future risk to returns, as the economics at that scale are unproven and uncertain. Critically, Baker frames hyperscaler AI spending as a prisoners' dilemma: even if ROI decelerates, no single hyperscaler can unilaterally stop spending because the winner of the AI race may capture tens or hundreds of trillions in value, making continued capex rational regardless of near-term return concerns. The investment implication is that GOOGL, META, MSFT, and AMZN are likely to sustain or grow AI capex through the medium term, and their current ROIC trajectory supports the thesis that spending has been justified.","GOOGL, META, MSFT, AMZN",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"Baker argues hyperscaler ROIC on AI capex has been strongly positive, spending is rational due to prisoners' dilemma dynamics, and these four companies will sustain or grow AI capex with justified returns.",RESOLVED_NO_BASKET,Same. ROI debate settled. Commentary.,YES,NO
12/9/25,AI capex ROI positive,6,AI ROI is empirically positive and unambiguous based on ROIC data from public GPU spenders,"Baker argues that the ROI debate around AI spending is empirically settled and 'strange' given publicly available data: the largest GPU buyers are public companies with audited financials, and their ROIC is measurably higher now than before they ramped GPU capex. He identifies two primary drivers of this ROIC improvement — opex savings from AI automation and the migration of recommendation and advertising systems from CPUs to GPUs, which has driven both efficiency gains and revenue acceleration. As a cautionary counterpoint, Baker notes that Meta's ROIC declined in the one quarter it failed to produce a frontier model, underscoring that continued AI investment and capability advancement is necessary to sustain these returns. The investment implication is that the largest hyperscaler GPU spenders — companies with the scale to deploy AI across advertising, cloud, and consumer products — are generating real, auditable returns, making the bear case on AI capex ROI empirically weak. Baker frames this as a structural, ongoing dynamic rather than a one-time event, suggesting continued GPU spending by these companies is justified and likely.","META, GOOGL",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"META, GOOGL",BAKER_NAMED,LONG,"Baker argues the largest hyperscaler GPU spenders are generating real, auditable ROIC improvements from AI, making the bear case empirically weak, with META and GOOGL named as the primary examples.",RESOLVED_NO_BASKET,"Same. ""Empirically settled"" is commentary.",YES,NO
5/22/26,AI capex ROI positive,7,"AI inference revenue is approaching $200-400B ARR across major LLM providers by end of 2026, validating ROI on GPU spend","Baker argues that AI inference is already generating massive, real revenue — estimating that OpenAI and Anthropic alone are running at approximately $100B ARR with roughly 80% gross margins on inference workloads. Adding Gemini (Google), Cursor, xAI, and open-source inference deployments, he projects total LLM inference ARR of $200-400B by end of 2026 at high gross margins. This figure is presented as a direct rebuttal to critics who claim hyperscaler AI capex is circular or unvalidated — Baker contends the revenue is real, external, and growing rapidly. The investment implication is that hyperscaler capex on GPUs and AI infrastructure is justified by demonstrable ROI, and that companies with large inference revenue exposure or GPU infrastructure buildouts are vindicated. He also notes that GPU returns from improved recommender systems at Meta, Google, and Amazon provide additional ROI validation beyond pure LLM inference revenue.","GOOGL, META, AMZN, MSFT",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, AMZN, MSFT, NVDA",OBVIOUS_UNIVERSE,LONG,"Bullish thesis that hyperscaler GPU capex is justified by real inference revenue and ROI, vindicating the named hyperscalers and NVDA as the obvious GPU infrastructure supplier.",RESOLVED_NO_BASKET,"Inference ARR validation. Still the scaffold, not the trade.",YES,NO
6/11/26,AI capex ROI positive,8,"AI compute monetization rates per gigawatt are increasing, not deflating, contrary to consensus expectations entering 2026","Baker endorses a structural view that AI compute monetization rates per gigawatt are rising sharply, not deflating as consensus expected entering 2026, with Fox citing an increase from roughly $20B/GW at the start of the year to $30–40B/GW currently. The core reasoning is that token pricing is moving up, not down, because demand is outstripping supply — a dynamic Baker attributes in part to the extremely low current penetration of agentic AI use (less than 0.2% of people use AI agentically), meaning any meaningful scaling of that use case implies a sustained and prolonged compute shortage. Baker explicitly endorses owning asset-heavy businesses — hyperscalers, power infrastructure, and data center operators — in this inflationary token-pricing environment, arguing that the scarcity dynamic rewards capital-intensive incumbents. The investment implication is to be long the physical infrastructure stack (power, data centers, networking) that benefits from rising revenue-per-watt, rather than assuming commoditization of AI compute.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"AMZN, MSFT, GOOGL, META, EQIX, DLR, VST, CEG, GEV, ETN, PWR",OBVIOUS_UNIVERSE,LONG,"Baker explicitly endorses owning hyperscalers, power infrastructure, and data center operators as beneficiaries of rising AI compute monetization per gigawatt.",RESOLVED_NO_BASKET,GW monetization rates rising. Model added 11 tickers. Commentary.,YES,NO
8/27/24,AI capex ROI positive,1,"Hyperscaler ROIC has increased despite rising capex, disproving the AI ROI skeptic narrative","Baker argues that the AI ROI debate is empirically settled by pointing to observable ROIC data: every major hyperscaler and AI spender has seen return on invested capital rise even as capex has surged dramatically, which he calls definitive evidence against the skeptic narrative. The core mechanism he identifies is GPU-hour substitution for human labor — AI is replacing expensive headcount with cheaper compute, directly expanding margins and returns. Baker uses Meta as his primary case study, arguing that Meta's revenue re-acceleration following the IDFA-driven targeting collapse was driven specifically by AI-powered ad targeting (Meta Advantage), demonstrating a concrete, measurable ROI from AI investment. He states that until ROIC at major AI spenders actually declines, ROI skepticism is 'the height of intellectual ridiculousness,' framing this as a high-conviction, data-driven view rather than a speculative one. The investment implication is to remain long the major hyperscalers and AI-heavy platform companies, as their rising ROIC justifies continued elevated capex and validates the AI investment cycle.","META, GOOGL, MSFT, AMZN",high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade","AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"META, GOOGL, MSFT, AMZN",BAKER_NAMED,LONG,"Baker explicitly recommends remaining long the major hyperscalers and AI-heavy platform companies, citing rising ROIC as justification, and names these four as the relevant companies.",RESOLVED_NO_BASKET,"We agreed: hyperscalers as evidence, not the trade.",YES,NO
5/20/26,AI destroying application layer value,1,"AI has net destroyed trillions of dollars of value at the application layer, and value creation is concentrated in companies with the highest ratio of utilized GPUs per human","Baker argues that AI has been a net destroyer of value at the application layer, having wiped out trillions of dollars in market capitalization even when accounting for the success stories like Cursor and Cognition. His reasoning is structural: the companies that are actually creating economic value in the AI era are those with the highest ratio of utilized GPUs per human employee, meaning capital-efficient, AI-native businesses rather than traditional software companies layering AI onto legacy architectures. The implication is deeply bearish for incumbent SaaS companies, which face disruption from leaner AI-native competitors that can deliver similar or superior functionality with far fewer human resources. Baker frames this as an empirical observation investors must internalize, not a speculative view — the value destruction has already occurred and the structural dynamic is already in motion. Investors should be cautious of legacy application-layer software companies and skeptical of the assumption that AI is uniformly additive to enterprise software valuations.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"While bearish on incumbent SaaS companies as a category, no specific companies or a sufficiently narrow sector with an obvious small public universe are identified to construct a actionable trade.",AGREE,"Market-level view, SMH proxy was always a stretch",YES,NO
1/4/25,Broad AI bullish / early innings,5,AI will make more progress per quarter in 2025 than it did per year in 2023-2024 due to three multiplicative scaling axes,"Baker argues that AI will make more progress per quarter in 2025 than it did in all of 2023 and 2024 combined, driven by three now-multiplicative scaling axes: pre-training compute, inference-time compute, and reasoning via synthetic reasoning trace data combined with reinforcement learning. The key mechanism is a self-reinforcing loop where models generate synthetic data with reasoning traces, feed that data back into training, and apply RL — creating compounding acceleration rather than linear improvement. Baker frames this as his highest-conviction trend prediction for 2025 and references a Google researcher tweeting 'straight shot to ASI' as corroborating sentiment from inside the frontier labs. The investment implication is broad exposure to frontier AI model developers and the infrastructure enabling this scaling, though Baker does not name specific stocks in this thesis — the acceleration benefits any company at the frontier of model development. No specific price targets, revenue figures, or company-level comparisons are cited; this is a macro capability thesis rather than a single-stock call.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is a macro capability prediction about AI progress broadly, with no specific companies named and beneficiaries too broad and ambiguous to resolve to a small obvious ticker universe.",AGREE,"Market-level view, SMH proxy was always a stretch",YES,NO
11/30/21,Broad AI bullish / early innings,3,AI is the dominant structural force in technology — scale of training data is the only thing that matters,"Baker argues that AI scaling laws represent the single most important structural force in technology for the next 20 years, with a specific quantitative claim: every order of magnitude increase in training data doubles AI model quality. This creates a self-reinforcing flywheel where companies with the largest proprietary datasets compound their AI advantages over time, making data moats the defining competitive barrier of the era. The investment implication is that large incumbent internet platforms — which have accumulated the most user-generated data — are structurally advantaged and will continue to dominate, with the strong getting stronger. Baker frames this as the key explanatory variable behind mega-cap internet dominance in both the US and China, suggesting investors should favor data-rich platform incumbents over challengers.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,"META, GOOGL, AMZN, BABA, TCEHY",OBVIOUS_UNIVERSE,LONG,"Bullish on mega-cap internet platforms with the largest proprietary user-generated datasets as structurally advantaged AI winners, explicitly in both US and China.",RESOLVED_NO_BASKET,Scaling laws + data moats. Model invented a 5-ticker basket. He named no trade.,YES,NO
3/2/26,Broad AI bullish / early innings,7,"AI is a multi-decade investment cycle analogous to the early internet, with ChatGPT representing only year three of a 20-30 year trend","Baker argues that AI represents a generational, multi-decade investment cycle analogous to the early internet, explicitly comparing ChatGPT's current moment to Netscape Navigator's role in the mid-1990s — suggesting we are only in year three of a 20-30 year trend. His reasoning draws on historical precedent: just as the internet took decades to fully reshape the economy, AI will similarly compound in importance and economic impact over an extended horizon. The investment implication is that the AI stack — infrastructure, software, and applications — represents a sustained, long-duration opportunity rather than a near-term trade, and Baker frames this view as foundational to his firm-building strategy at Atreides. He does not cite specific companies in this thesis, treating it as a macro-structural framing rather than a stock-specific call. Investors should resist the temptation to time or trade around AI and instead maintain long-duration exposure across the AI ecosystem.",,high_conviction,NO_BASKET,,,NO_BASKET,"Theme is macro commentary, never a specific trade",SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,This is a broad macro-structural thesis about AI as a multi-decade trend without naming specific companies or a sufficiently narrow sector to resolve into specific tickers.,AGREE,"Market-level view, SMH proxy was always a stretch",YES,NO
