date,theme,mention_number,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,changed,override_exists
2024-08-27,xAI competitive position,5,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"xAI is a private company with no public ticker. Baker's thesis is about xAI's structural data advantage via X platform data and Elon Musk's ecosystem, but the summary itself acknowledges that 'xAI itself is private, limiting direct public market expression of this thesis.' No public tickers were named or implied by Baker, and there is no obvious single public proxy for an xAI investment. This is commentary on a private company's competitive position, not an actionable trade recommendation.",YES,NO
2024-12-07,AI capex ROI positive,2,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This thesis is a market-level opinion about AI capex having positive ROI, which the classification rules explicitly list as NOT a trade recommendation. Baker is making a structural observation: hyperscaler ROIC has been positive, spending will continue due to a prisoners' dilemma dynamic, and the $100B+ training scenario is an open risk. While he names GOOGL, META, MSFT, AMZN as the hyperscalers doing the spending, he is explaining their behavior and defending the macro thesis that AI capex has been justified — not recommending investors buy or sell these stocks. This is industry commentary, not a directional trade call on specific names.",YES,NO
2024-12-07,China AI distillation / export controls,1,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker's core thesis here is a geopolitical/strategic observation about US chip export controls functioning as a meaningful handicap on China's AI development, with the gap expected to widen when next-gen compute ships. While he names NVDA (Blackwell), AMD, and AVGO (custom ASICs) as the companies whose products will create the widening gap, these are mentioned as illustrative evidence for the geopolitical argument rather than as specific trade recommendations. The primary argument is about export controls as policy and China's innovation trajectory — a structural observation about the US-China AI competition. The 'investment implication' described in the expanded summary appears to be the pipeline's construction rather than Baker directly arguing investors should buy these stocks. Moderate confidence further supports this being commentary rather than a high-conviction trade call. The thesis is too entangled with geopolitical dynamics and too broad in its framing to constitute a specific actionable trade recommendation.",YES,YES
2024-12-07,Coding as killer AI app,1,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural prediction about AI transforming software development — that human language will become the dominant programming language within a year. While this is a high-conviction thesis, he does not name any specific public companies or tickers to buy or sell. The only company mentioned (Cursor) is private. The expanded summary itself acknowledges that 'no single US-listed pure-play on this thesis is unambiguous enough to add with confidence.' The thesis describes a broad technology trend (AI coding disruption) without identifying specific public beneficiaries or losers, making it a structural industry observation rather than an actionable trade recommendation.",YES,NO
2024-12-07,Defense tech consolidation,1,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"Baker's thesis is about defense tech consolidation into 7-10 new prime contractors, naming Anduril and Shield AI (Seric) as likely winners. Both are private companies with no public tickers. The thesis is a structural observation about private market dynamics and does not name or imply any actionable public equities. No trade recommendation can be extracted.",YES,NO
2024-12-07,Microsoft AI position,1,,NO_BASKET,SHORT,NO_BASKET,NONE,NONE,"Baker's core thesis is that xAI (a private company) is positioned to take the frontier model lead over OpenAI (also private at the time). The mention of Microsoft is contextual — noting that MSFT's rushed cluster build is still smaller than xAI's Colossus — but this serves as evidence of xAI's compute superiority rather than a direct short recommendation on MSFT. The primary beneficiary (xAI) has no public ticker, and the MSFT reference is a supporting data point about competitive dynamics, not an actionable trade thesis. This is commentary on private company competition with an incidental public company mention, not a trade recommendation.",YES,YES
2024-12-07,Nuclear / clean energy for AI,1,"CCJ, VST, CEG",CONSTRUCTED,LONG,NO_BASKET,NONE,NONE,"Baker makes a thematic observation that nuclear energy is the best near-term solution for US electricity capacity expansion and solar is the long-term winner. However, as the summary explicitly notes, 'No specific companies or price targets were cited, leaving the thesis at the thematic/sector level without a named equity expression.' Both the nuclear and solar sectors have numerous possible public company expressions (nuclear: CEG, VST, SMR, OKLO, CCJ, etc.; solar: FSLR, ENPH, RUN, etc.), and Baker did not narrow the universe to any specific names. This is a sector-level structural observation about energy sources for AI infrastructure, not an actionable trade recommendation with identifiable tickers.",YES,NO
2024-12-07,Optical networking / interconnect,5,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"The core thesis is about xAI (a private company) and whether AI scaling laws are holding — both of which are non-tradeable. Baker's primary argument is that Grok 3/Colossus is the first meaningful empirical test of scaling laws since GPT-4, and his disclosed position is in X/xAI (private). NVDA is mentioned only in a secondary observational context (Colossus demand helped bridge the Blackwell delay), not as a direct buy recommendation. This is a combination of commentary on a private company and a market-level opinion about scaling laws, not a specific actionable trade thesis for any public ticker.",YES,NO
2024-12-07,Reasoning / inference-time compute,1,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation about test-time compute / inference scaling as a new and underappreciated dimension of AI capability improvement. He argues this extends the AI investment thesis even if training scaling plateaus. However, he does not name any specific companies or tickers as beneficiaries, and the summary explicitly states he 'does not name specific beneficiaries in this segment.' The category of 'inference-side infrastructure — chips, servers, and data centers' is far too broad to resolve to a specific basket. This is a market-level thesis about AI scaling laws, not a trade recommendation.",YES,NO
2024-12-07,Scaling laws intact,5,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"The core thesis is about whether AI scaling laws are intact, using xAI's Colossus and Grok 3 as the key test — but xAI is a private company with no public ticker. Baker's firm is a disclosed investor in X/xAI, but that's not actionable for public market investors. NVDA is mentioned contextually (H100 GPUs, Blackwell delay demand bridge, Jensen Huang quote) but Baker is not making a forward-looking 'buy NVDA' argument — the NVDA reference is a backward-looking observation about how Colossus demand helped bridge the Blackwell delay. The thesis is fundamentally a market-level opinion ('scaling laws are intact') combined with commentary on a private company, both of which fall outside the criteria for a trade recommendation.",YES,NO
2024-12-07,xAI competitive position,6,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"The primary thesis is about xAI's Colossus supercomputer and Grok 3 — xAI is a private company with no public ticker. Baker's firm is a disclosed investor in X/xAI, but this is a private investment. The NVDA mention is secondary and contextual — Baker observes that Colossus historically helped bridge NVDA demand during the Blackwell delay, which is a backward-looking observation rather than a forward-looking trade recommendation. The core argument is about whether scaling laws hold and whether a private company's model will take the frontier lead, not a directional call on any public equity.",YES,NO
2025-01-04,Broad AI bullish / early innings,5,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a macro capability thesis about the pace of AI progress accelerating in 2025, driven by three multiplicative scaling axes. Baker does not name any specific stocks, tickers, or companies to buy or sell. The summary explicitly states 'Baker does not name specific stocks in this thesis' and characterizes it as 'a macro capability thesis rather than a single-stock call.' The pipeline's implied tickers (GOOGL, MSFT, AMZN) are too loosely connected — any number of public and private companies could benefit from faster AI progress. This is a market-level opinion ('AI is accelerating faster than expected') rather than an actionable trade recommendation.",YES,NO
2025-01-04,China AI distillation / export controls,2,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a structural prediction about how frontier AI labs will change their model release strategies in response to distillation and IP theft. Baker does not name any public tickers, and the primary beneficiaries he identifies (OpenAI, Anthropic) are private companies. The thesis is about industry dynamics (open vs. closed ecosystems) rather than a specific trade recommendation. No actionable public equity position can be derived from this commentary.",YES,YES
2025-01-04,DRAM / HBM memory bottleneck,6,MU,OBVIOUS_UNIVERSE,LONG,"MU, 000660.KS",BAKER_NAMED,LONG,"Baker explicitly names HBM producers as his single best-performing asset pick for 2025 — a clear, high-conviction trade recommendation. He specifically identifies SK Hynix and Micron as the only two companies capable of producing HBM at scale, while noting Samsung has struggled to qualify its product. This makes the actionable basket MU (Micron) and 000660.KS (SK Hynix). Samsung (005930.KS) is mentioned negatively as a non-qualifier, but Baker does not recommend shorting it — it is a massive conglomerate where HBM is a small revenue share, so excluding it from the long basket rather than adding it as a short is appropriate. The thesis is structural (narrow supply base, sold out for two years, pricing power) and directionally bullish on qualified HBM producers.",YES,NO
2025-01-04,Reasoning / inference-time compute,2,"NVDA, AMD",OBVIOUS_UNIVERSE,LONG,"NVDA, MU",BAKER_NAMED,LONG,"Baker makes a high-conviction, time-bound prediction that reasoning/inference-time compute will exhaust GPU and accelerator supply in 2025, analogous to the 2023 training-driven shortage. This is not merely a structural observation — it is a directional call on specific supply-constrained beneficiaries. The pipeline identifies NVDA and MU as directly named: NVIDIA as the dominant GPU/accelerator supplier and Micron as the leading HBM memory supplier facing similar supply pressure. Both are clearly positioned as the primary beneficiaries of this thesis. I exclude the pipeline's implied tickers (AMD, AMZN, GOOGL, MSFT) because: AMD was not directly named and Baker specifically singled out NVIDIA's dominance; AMZN/GOOGL/MSFT are hyperscaler GPU buyers, not suppliers — the thesis is about supplier-side shortage dynamics, making them tangential at best. Baker stated this prediction twice unprompted, reinforcing high conviction.",YES,NO
2025-01-04,SaaS existential disruption,3,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,"CRM, NOW, WDAY",BAKER_NAMED,SHORT,"Baker makes an explicit, high-conviction bearish call: enterprise application software (SaaS) will be the worst-performing asset class of 2025. This is clearly a trade recommendation — he is arguing investors should be short or underweight the category. His structural thesis is that AI agents will displace the human workers SaaS was designed to augment, making SaaS incumbents' value propositions obsolete since they own neither proprietary compute nor frontier models. The pipeline tagged CRM (Salesforce), NOW (ServiceNow), and WDAY (Workday) as directly named — these are the canonical large-cap pure-play enterprise SaaS companies and the natural targets of a sector short. I include only these three directly-named tickers rather than the broader implied set (ORCL, SAP) because those have significant non-SaaS business lines (cloud infrastructure, on-prem software) that dilute the pure SaaS displacement thesis. Direction is SHORT per Baker's explicit bearish framing.",YES,YES
2025-01-28,AI capex ROI positive,3,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a broad sector-rotation argument — overweight 'software and internet companies' (the application layer) versus infrastructure/semiconductor names. While this is directional in spirit, the category 'software and internet companies' is extremely broad and could encompass dozens of public companies (META, GOOGL, MSFT, AMZN, CRM, ADBE, NOW, SNOW, UBER, SNAP, etc.). The expanded summary does not show Baker naming specific companies or tickers — it describes a thematic view about where AI value accrues in 2025. Per the rules, if the thesis is bullish on a category with many possible names and he doesn't narrow it, it is too vague to resolve to a specific basket. The pipeline-tagged tickers (META, GOOGL, MSFT, AMZN) appear to be inferred mega-caps rather than companies Baker explicitly named. This is a market-level opinion about AI value chain positioning, not a specific trade recommendation.",YES,NO
2025-01-28,China AI distillation / export controls,3,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a geopolitical risk analysis of DeepSeek's achievement and its implications for US export controls, not a trade recommendation. Baker presents three possible explanations without advocating for buying or selling any specific stocks. The expanded summary explicitly states it is 'framed as a geopolitical risk analysis rather than a direct investment thesis.' No tickers are named, no directional view is expressed on any company, and the discussion is about national security policy implications rather than investable conclusions. NVDA and AMD are tangentially related as export-controlled chip makers, but Baker is not arguing to go long or short either of them here.",YES,YES
2025-01-28,Optical networking / interconnect,6,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"This is a market-level structural observation about AI economics — specifically that cheaper inference via DeepSeek-style efficiency gains will trigger Jevons Paradox and accelerate AI deployment. Baker is explaining why the DeepSeek selloff was wrong and arguing that AI ROI will improve, but he does not name specific companies or tickers, nor does he describe a narrow enough category to resolve to specific beneficiaries. The vague framing of 'companies positioned to monetize AI at the application and deployment layer' could apply to dozens of public companies across hyperscalers, software, and application layers. Per the rules, 'AI infrastructure beneficiaries without specifics = NO_BASKET.' The pipeline-implied tickers (NVDA, MSFT, META, GOOGL, AMZN) are generic mega-cap AI names that were not named by Baker and are too broad an inference from this commentary. This is market-level opinion ('cheaper AI is bullish'), not a trade recommendation.",YES,NO
2025-01-28,Scaling laws intact,6,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a market-level structural observation about AI scaling laws, not a specific trade recommendation. Baker argues that DeepSeek R1 revealed two new scaling dimensions (RL post-training and test-time compute), extending the AI investment cycle 5-10 years. This is classic 'scaling laws are intact' commentary — a macro thesis about AI durability that could support positions in dozens of companies across the AI stack. He does not name specific companies to buy or sell in this thesis. The pipeline tagged NVDA as 'directly named' and several hyperscalers as 'implied,' but the expanded summary contains no mention of specific company names or tickers — it is entirely about scaling law mechanics and the general AI buildout timeline. 'AI infrastructure beneficiaries' without specifics = NO_BASKET per the rules.",YES,NO
2025-01-28,xAI competitive position,7,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"xAI is a private company with no publicly traded equity ticker. Baker's thesis is a direct long position in xAI, but there is no public market expression of this trade. Commentary on private companies with no public ticker does not qualify as an actionable trade recommendation.",YES,NO
2025-03-29,AI capex ROI positive,4,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly names Nvidia and its Blackwell GPUs as the primary beneficiary of agent-driven compute demand. He makes a clear investment case: agents are far more compute-intensive than traditional inference, compute will be scarce, and Nvidia is the dominant supplier — making it the key beneficiary of this structural dynamic. The pipeline tagged NVDA as directly named, and the expanded summary confirms Baker specifically identifies Nvidia as the investment implication of his thesis. This goes beyond a generic 'AI capex ROI is positive' observation to a specific company-level call.",YES,NO
2025-03-29,China AI distillation / export controls,4,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural geopolitical observation about the difficulty of enforcing GPU export controls due to the high value density of chips and the cat-and-mouse smuggling dynamic. He mentions Nvidia's Blackwell chips as an illustrative example, not as a trade recommendation. The expanded summary itself notes this is 'presented as a structural geopolitical observation rather than a direct investment call.' There is no directional argument to buy or sell any specific stock — the observation could support multiple contradictory trade theses (e.g., bullish NVDA because demand persists despite controls, or bearish NVDA because Chinese self-sufficiency erodes dominance). Not a trade.",YES,YES
2025-03-29,Neoclouds as durable model,1,"CRWV, NBIS",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker makes a high-conviction argument that Nvidia's competitive moat is deeper than the market appreciates. He explicitly names Nvidia and argues that its strategic investments in neoclouds like CoreWeave were intentionally designed to fragment the buyer base, reduce hyperscaler pricing power, and manage customer concentration risk. The stated investment implication — 'Nvidia's competitive moat is deeper than it appears' — is a clear bullish thesis on NVDA. While CoreWeave (CRWV) is mentioned, it serves as a supporting example of Nvidia's strategy rather than being recommended as an investment itself. The thesis is specifically about NVDA's strategic advantages being underappreciated, making this a LONG NVDA recommendation. Baker named Nvidia explicitly.",YES,YES
2025-05-28,DRAM / HBM memory bottleneck,7,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,"This is a high-conviction trade recommendation: Baker explicitly pitched SK Hynix (000660.KS) as a core position at Sohn Montreal, framing HBM as the critical bottleneck in the AI infrastructure stack as workloads shift from training to inference. The pipeline tagged both 000660.KS and MU as directly named. MU is the only US-listed pure-play HBM producer and is a natural companion to the SK Hynix thesis. SSNLF is excluded as it was only tagged as implied, is OTC-listed, and described as having HBM qualification challenges making it a weaker beneficiary. Direction is LONG based on Baker's bullish structural argument that inference scaling drives disproportionate memory demand growth.",YES,NO
2025-05-28,Reasoning / inference-time compute,3,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,"Baker explicitly pitches SK Hynix (000660.KS) as the primary beneficiary and names Micron (MU) as the only US-listed HBM producer positioned to capture incremental demand from reasoning model adoption. This is framed as a high-conviction long thesis: reasoning models drive structurally higher HBM demand than consensus expects, and the investment implication is to own leading HBM suppliers. Samsung (SSNLF) was tagged as implied by the pipeline but is not explicitly named by Baker as a beneficiary in the summary, so I exclude it. The thesis is clearly a trade recommendation — specific companies named, directional (long), with a structural catalyst articulated.",YES,YES
2025-10-22,Broad AI bullish / early innings,6,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural observation that AI increases the silicon intensity of global GDP, making semiconductors as a broad category structurally advantaged. He does not single out any specific company as the primary beneficiary — the expanded summary explicitly states 'no single company singled out as the primary beneficiary.' He expresses enthusiasm for both public and private semiconductor investments, including venture-stage companies. This is a market-level thematic view ('semiconductors are structurally advantaged') analogous to 'AI is not a bubble' rather than an actionable trade recommendation. Per the rules, 'AI infrastructure beneficiaries without specifics = NO_BASKET (too broad)' — and the semiconductor universe is enormous (NVDA, AMD, AVGO, INTC, QCOM, TXN, MU, MRVL, AMAT, KLAC, LRCX, ASML, etc.). The pipeline-tagged tickers appear to be inferred sector constituents rather than Baker-named positions.",YES,NO
2025-10-22,DRAM / HBM memory bottleneck,8,MU,OBVIOUS_UNIVERSE,LONG,GOOGL,BAKER_NAMED,LONG,"Baker explicitly names four scaled foundation model companies as beneficiaries of the reasoning-model data flywheel: OpenAI, Anthropic, XAI, and Google DeepMind. He calls them 'dramatically better investments' post-reasoning and views them as a durable oligopoly. However, three of the four (OpenAI, Anthropic, XAI) are private companies with no direct public ticker. Google DeepMind maps directly to GOOGL, making it the only clearly named public equity expression of this thesis. MSFT was not named as a foundation model company — it is only tangentially connected via its OpenAI investment stake, which Baker did not reference as the investment thesis. META was not mentioned at all by Baker. Therefore the actionable public trade is LONG GOOGL only, as the sole directly named public beneficiary.",YES,NO
2025-10-22,Edge AI as bear case for cloud,4,"AAPL, QCOM",CONSTRUCTED,MIXED,NO_BASKET,NONE,NONE,"Baker is making a structural observation about edge AI as a potential risk to the centralized data center thesis. He explicitly frames this as a 'downside scenario rather than a base case' — it is a risk warning, not a directional trade recommendation. He does not name any specific companies to short or avoid, and the summary confirms 'Baker does not name specific companies.' The thesis describes a broad structural risk that could affect many companies across multiple sectors (GPU suppliers, cloud providers, infrastructure builders) without narrowing to actionable positions. This is commentary about a possible future paradigm shift, not a trade call.",YES,NO
2025-10-22,Humanoid robotics / Tesla Optimus,6,TSLA,BAKER_NAMED,LONG,NO_BASKET,NONE,NONE,"Baker is making a structural prediction about humanoid robotics becoming ubiquitous within 10 years. While he references Tesla's Optimus robot, it is used illustratively (mentioning asteroid mining as a long-term vision) rather than as a trade recommendation. The expanded summary explicitly notes he 'does not name specific investable companies or provide a detailed mechanism for how to express this view.' This is a technology trend prediction, not an actionable trade call. Moderate confidence further supports this being commentary rather than a high-conviction position recommendation.",YES,NO
2025-10-22,SpaceX ecosystem / Starship economics,4,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,NO_BASKET,NONE,NONE,SpaceX is a private company with no public ticker. Baker expresses high conviction in SpaceX but explicitly does not identify any publicly traded proxy. Commentary on private companies without naming public beneficiaries does not constitute an actionable trade recommendation for public markets.,YES,NO
2025-10-22,xAI competitive position,8,,NO_BASKET,LONG,GOOGL,BAKER_NAMED,LONG,"Baker explicitly names Google (alongside private xAI) as having the most unique and structurally defensible data moat among frontier AI labs, giving it a durable training advantage. Since xAI is private, GOOGL is the sole publicly investable beneficiary of this high-conviction thesis. Baker specifically argues Google's search index and knowledge graph represent unreplicable data assets, which is a clear bullish argument for GOOGL as a competitive winner among frontier AI companies. He names Google by name, making this BAKER_NAMED rather than inferred.",YES,NO
2025-10-30,AI bubble not happening,3,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"This is a market-level opinion ('AI is not a bubble') supported by structural observations about GPU utilization, valuation comparisons, and hyperscaler ROIC. Baker mentions Nvidia and Cisco as illustrative comparisons (NVDA at 40x vs CSCO at 150-180x in 2000) to support his macro thesis, not as specific buy/sell recommendations. The hyperscalers are referenced only as evidence that AI capex is generating positive ROI. Per the rules, 'AI is not a bubble' and 'capex will have positive ROI' are explicitly listed as market-level opinions, not trade recommendations. No specific directional trade is being argued.",YES,NO
2025-10-30,AI capex ROI positive,5,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"While the core theme ('AI capex ROI is positive') maps closely to the schema's example of market-level commentary, Baker goes beyond a generic observation by naming specific hyperscalers, citing concrete financial metrics (10-point ROIC increases, ~$300B FCF, ~$500B cash = ~$800B cushion), and drawing an explicit investment conclusion to remain long these names as a group through the Blackwell cycle. The pipeline confirms these four tickers were directly named by Baker. High conviction combined with named companies and a directional conclusion makes this a trade recommendation rather than pure structural commentary. Direction is LONG on the major public hyperscalers.",YES,NO
2025-10-30,Custom ASIC failure thesis,1,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,"LONG NVDA, GOOGL, AMD / SHORT AVGO",BAKER_NAMED,PAIR_TRADE,"Baker makes a high-conviction directional call: most custom ASIC programs will fail within 3 years, which has clear investment implications. He specifically identifies Nvidia (NVDA) as the structural beneficiary that remains the dominant AI accelerator vendor by default, Google (GOOGL) as the exception whose TPU external sales could be the key catalyst, and AMD as a persistent second-source beneficiary. On the other side, he specifically singles out Broadcom (AVGO) as the primary company whose custom ASIC business faces execution risk, expressing skepticism about its Ethernet-fabric-paired ASIC approach. This is a clear pair trade with named companies on both sides. AMZN and MSFT were tagged as implied hyperscalers whose ASIC programs might fail, but Baker does not name them specifically as shorts — his skepticism is directed at Broadcom's go-to-market strategy, not at the hyperscalers themselves as equity shorts. Keeping the basket to the four directly named companies.",YES,YES
2025-10-30,Google TPU competitive position,2,GOOGL,BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker is making a specific bullish argument for NVDA by dismissing the roundtripping bear case as 'pretty overblown,' praising Jensen Huang as one of the two best CEOs he's ever encountered, and arguing that NVDA's balance sheet deployments into AI labs should be viewed as rational competitive moat-building rather than a red flag, making the stock 'more attractive than the roundtripping narrative suggests.' This crosses from structural observation into a directional trade thesis on a named stock. GOOGL is mentioned as competitive context (Google's TPU ecosystem forcing Nvidia to respond) but Baker is not making a directional recommendation on GOOGL — it serves as the backdrop explaining why NVDA's strategy is rational. The basket should be NVDA only, as that is where the actionable investment implication lies.",YES,NO
2025-10-30,Optical networking / interconnect,7,"CIEN, COHR, LITE",BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker makes a specific, directional argument against GOOGL's core advertising business model. He argues that AI assistants will shift consumer commerce to outcome-based affiliate fees, compressing the 'inefficiency premium' that currently inflates Google's ad revenue. While he hedges on timing, the thesis is clearly bearish on GOOGL — he names Google explicitly, identifies a specific mechanism of disruption (closing the intent-to-transaction loop), and frames it as a 'meaningful degradation' of the business model. This goes beyond a generic structural observation; it targets a named public company with a directional investment implication. The pipeline's optical networking cluster tag is a mismatch — the actual content is a bear case on GOOGL's advertising franchise.",YES,NO
2025-10-30,SaaS existential disruption,4,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,NO_BASKET,NONE,NONE,"Baker is making a structural observation about how to interpret gross margin compression in SaaS companies during the AI transition. He draws historical analogies to Microsoft and Adobe's cloud transitions and warns against SaaS companies that protect legacy margins by under-investing in AI. However, the expanded summary explicitly states he 'does not name specific SaaS companies as buy or sell targets' and that 'the thesis is a sector-wide structural framework about how to interpret AI-era income statements.' This is investment philosophy/framework commentary, not a trade recommendation targeting specific companies. The references to Microsoft and Adobe are historical parallels, not current trade ideas. Without named beneficiaries or losers, this is too broad to resolve to a basket.",YES,YES
2025-10-30,Scaling laws intact,7,SMH,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker is making a market-level argument that scaling laws remain intact and that the bearish narrative around GPT-5 is misguided. This is a structural observation about AI technology trends and capability trajectories. While it has a broadly bullish implication for AI infrastructure, he does not name any specific companies, tickers, or narrow enough categories to resolve to specific beneficiaries. Per the rules, 'AI infrastructure beneficiaries' without specifics is too broad to constitute a trade recommendation.",YES,NO
2025-12-09,AI capex ROI positive,6,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"The core thesis is 'AI capex ROI is empirically positive,' which directly matches the schema's explicit example of a market-level opinion ('capex will have positive ROI') that is NOT a trade recommendation. While Baker names META as a specific example (ROIC declined when it missed a frontier model) and references hyperscaler GPU spenders broadly, he is using these as evidence to support a structural/macro argument about AI spending being justified — not arguing that investors should buy specific stocks. The thesis defends the category of AI capex spending rather than recommending specific positions. The mention of META is illustrative, not prescriptive. High conviction on a macro observation does not convert it into a trade recommendation.",YES,NO
2025-12-09,Anthropic valuation / efficiency,1,,NO_BASKET,LONG,NO_BASKET,NONE,NONE,"The thesis is fundamentally about Anthropic, a private company, and its capital efficiency relative to OpenAI (also private). Baker is making structural observations about why Anthropic burns less cash (access to TPUs and Trainium) and interpreting its $5B Nvidia deal. While GOOGL, AMZN, and NVDA are mentioned as infrastructure providers, Baker is not recommending buying or selling any of them — he is explaining the competitive dynamics of the private AI model lab landscape. The connection to public equities is implicit and inferred by the pipeline, not a directional call Baker is making. Commentary on private companies without a clear public equity trade recommendation does not qualify as a trade.",YES,NO
2025-12-09,China AI distillation / export controls,6,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly names Nvidia and its Blackwell GPUs as the central technology in this thesis. While the framing is geopolitical (China's strategic error in restricting Blackwell access), the investment implication is clearly articulated: American frontier labs will continue to aggressively procure Blackwell GPUs, concentrating advanced compute spending in the US, making Nvidia the direct beneficiary. He names Nvidia/Blackwell explicitly and draws a clear bullish conclusion — American demand remains strong while Chinese demand is structurally suppressed. This goes beyond a pure structural observation because the beneficiary is specifically named and the directional implication is clear. Moderate confidence and the fact that NVDA is somewhat of an obvious call temper this, but it still qualifies as a trade recommendation.",YES,YES
2025-12-09,Custom ASIC failure thesis,2,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,"NVDA, GOOGL, AMZN",BAKER_NAMED,LONG,"Baker makes a high-conviction argument that only Google's TPU and Amazon's Trainium will survive as viable custom ASICs, with Nvidia remaining the dominant AI accelerator provider by default. He explicitly names all three companies as winners. The losers (failed ASICs) are mostly internal projects at other hyperscalers or private startups that cannot be directly traded. AMD is mentioned in the expanded summary as an 'investment implication' but was tagged as 'implied' rather than directly named by Baker, and Baker's core thesis is specifically about custom ASICs failing — not about AMD's GPU business. Without clearer evidence Baker explicitly called out AMD as a short, I treat the tradeable thesis as LONG the three named winners rather than a pair trade. The short side of 'most ASICs will fail' maps primarily to private companies and internal programs, not to a clear set of public tickers.",YES,YES
2025-12-09,DRAM / HBM memory bottleneck,9,MU,OBVIOUS_UNIVERSE,LONG,NO_BASKET,NONE,NONE,"Baker's thesis here is primarily about Anthropic, a private company, and its capital efficiency relative to OpenAI (also private). While he mentions Google TPUs, Amazon Trainium, and Nvidia GPUs as part of explaining WHY Anthropic is capital-efficient, he is not making a directional trade recommendation on GOOGL, AMZN, or NVDA. The public companies are mentioned as contextual infrastructure providers, not as actionable trade ideas. The 'implicit credit' to Google and Amazon is the pipeline's inference, not Baker's explicit recommendation. This is structural commentary on AI lab competitive dynamics centered on private companies, not a public equity trade thesis.",YES,NO
2025-12-09,Edge AI as bear case for cloud,5,"AAPL, QCOM",CONSTRUCTED,MIXED,NO_BASKET,NONE,NONE,"Baker is identifying edge AI as a bear case scenario for cloud compute demand — this is a risk observation, not a trade recommendation. He describes what could go wrong for cloud inference beneficiaries if on-device AI reaches 'good enough' quality, but he is not recommending shorting cloud infrastructure names or going long edge/device names. He mentions Apple's strategy as evidence for the plausibility of the scenario, not as a buy recommendation. The framing ('the primary bear case,' 'cautionary') is explicitly that of risk identification rather than positioning. This is structural commentary about a potential demand headwind, analogous to saying 'scaling laws breaking down is a risk' — a warning, not a trade.",YES,NO
